16,122,7
16,123,9
16,124,10
17,101,11
17,102,6
17,103,8
17,104,9
17,105,7
17,106,12
17,107,11
17,108,10
17,109,9
17,110,6
17,111,12
17,112,8
17,113,7
17,114,10
17,115,11
17,116,7
17,117,9
17,118,8
17,119,10
17,120,6
17,121,11
17,122,12
17,123,7
17,124,9
18,101,10
18,102,7
18,103,8
18,104,11
18,105,9
18,106,6
18,107,12
18,108,10
18,109,7
18,110,9
18,111,8
18,112,11
18,113,6
18,114,10
18,115,12
18,116,7
18,117,8
18,118,9
18,119,10
18,120,11
18,121,6
18,122,7
18,123,8
18,124,9
19,101,8
19,102,11
19,103,10
19,104,6
19,105,9
19,106,7
19,107,12
19,108,8
19,109,11
19,110,6
19,111,7
19,112,9
19,113,10
19,114,12
19,115,8
19,116,7
19,117,9
19,118,11
19,119,10
19,120,6
19,121,8
19,122,9
19,123,12
19,124,6
20,101,11
20,102,9
20,103,7
20,104,8
20,105,12
20,106,10
20,107,6
20,108,9
20,109,7
20,110,11
20,111,8
20,112,10
20,113,9
20,114,8
20,115,7
20,116,11
20,117,12
20,118,6
20,119,9
20,120,10
20,121,8
20,122,7
20,123,9
20,124,10
21,101,6
21,102,8
21,103,7
21,104,11
21,105,9
21,106,10
21,107,12
21,108,6
21,109,11
21,110,9
21,111,8
21,112,7
21,113,9
21,114,12
21,115,10
21,116,8
21,117,11
21,118,6
21,119,7
21,120,9
21,121,10
21,122,11
21,123,7
21,124,8
22,101,12
22,102,8
22,103,10
22,104,11
22,105,7
22,106,9
22,107,6
22,108,12
22,109,10
22,110,9
22,111,11
22,112,8
22,113,6
22,114,7
22,115,9
22,116,10
22,117,8
22,118,7
22,119,12
22,120,11
22,121,9
22,122,6
22,123,10
22,124,11
23,101,7
23,102,10
23,103,12
23,104,9
23,105,8
23,106,11
23,107,6
23,108,7
23,109,8
23,110,10
23,111,9
23,112,11
23,113,12
23,114,8
23,115,9
23,116,6
23,117,10
23,118,12
23,119,7
23,120,11
23,121,8
23,122,7
23,123,9
23,124,10
